1,What country received all the Nobel Prizes awarded in 1976 ?
3,How do you get rid on woodpeckers ?
0,How many syllables are there in a line of hendecasyllabic poetry ?
4,"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?"
1,What is Britain 's possession on the Chinese mainland ?
2,Who was America 's first Public Enemy No. 1 ?
0,How many children under 18 are victims of some sort of Physical Abuse each year ?
3,What is the origin of thank you notes ?
4,What did Jimmy Stewart invent ?
4,What generation am I in ?
4,What is a fear of hell ?
2,Who is Dear Abby ?
2,"Who lives at 24 Sussex Drive , Ottawa ?"
4,What is Jell-O made from ?
2,Who was Monet ?
1,What are the only two states that incorporate the Confederate battle flag in their flags ?
3,How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?
4,What 's the Southern dish made of pigs ' small intestines ?
1,Where is Guam ?
2,Who was the famous door-to-door brush salesman ?
3,What is the executor in a will ?
2,"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?"
0,How many people in America snore ?
2,Who is always trying to get the rent from Andy Capp ?
4,What soft drink is most heavily caffeinated ?
2,Who did Jackie Kennedy commission to write The Death of a President ?
4,Which drug is commonly used to treat AIDS ?
0,How many stars are there on the Soviet Union 's flag ?
3,What is the difference between microprocessors & microcontrollers ?
2,Who sought to create The Great Society ?
1,What are tourist attractions in Reims ?
0,What are the lengths of pearl necklaces ?
2,Who said : `` Soldiers win the battles and generals get the credit '' ?
3,What is the proof that houseplants metabolize carcinogens ?
3,What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?
0,How long does it take the typical hen to lay 19 dozen eggs ?
1,What Colorado city owns its own glacier ?
3,What is the history of `` the toast '' ?
4,What was the name of the Protestant revolt against the supremacy of the Pope ?
3,What is an arab strap ?
0,"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,"
2,Who is the current UN Secretary General ?
2,"Who provides telephone service in Orange County , California ?"
1,Where did guinea pigs originate ?
1,What two countries ' coastlines border the Bay of Biscay ?
3,Why did Egyptians shave their eyebrows ?
2,What organization did Mr. Waverly assign agents for ?
0,When was the slinky invented ?
2,What are the characters ' names in the Scooby-Doo cartoon ?
4,What is a fear of cold ?
2,What was Eduard Shevardnadze 's job in the Soviet Union ?
3,What causes rust ?
2,Which is the only Dick Tracy villain to appear three times ?
4,What was the monster in Spielberg 's film `` Jaws '' ?
4,What color is an Arctic fox in winter ?
3,"What do the names Neil , Mary , and Anthony mean ?"
1,"What European capital celebrated its 2 , 000th anniversary in 1951 ?"
3,Why do people in the upper peninsula of Michagin say `` eh ? '' ?
4,What flower did Vincent Van Gogh paint ?
1,What country was the setting of You Only Live Twice ?
0,What was Thatcher 's approval rating after 10 years in power ?
4,Winnie the Pooh is what kind of animal ?
3,"What was the first Funk 'N Lata , Brazilian group , success ?"
3,What is a handheld PC ?
3,What did John Hinckley do to impress Jodie Foster ?
2,What is Larry King 's job ?
0,How many calories are in a tomato ?
1,In what state was the first co-educational college established
4,What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?
4,What is the treatment for depression ?
4,What is a fear of slime ?
1,What country in Latin America is the largest one ?
1,On which Hawaiian island is Pearl Harbor ?
2,"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?"
4,What Marx Brothers movie centers on a stolen painting ?
3,What was unusual about Alexandra 's appearance in Josie and the Pussycats ?
3,What is the origin of the word `` mind '' ?
0,When was Dick Clark born ?
4,What game is fatal to anybody over 21 ?
0,What is the death toll of people dying from tuberculosis ?
3,What happened to Moon Maiden ?
1,What city is wiener schnitzel named for ?
3,What are the Urals ?
3,How can you stop the itch from poison ivy ?
1,What desert has the highest sand dunes ?
1,What two countries contain Sierra Nevada mountains ?
3,How do you tell your parents you are dating an older man ?
0,How long was the TV mission of Star Trek 's Enterprise to be ?
0,What phone number can I call to have a tree planted ?
0,When did the `` Star-Spangled Banner '' become the national anthem ?
2,Who was Lacan ?
4,What are the four natural aids used in riding a horse ?
1,What continent 's name appears on the upper left corner of a Budweiser label ?
2,Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?
2,Who did Bobby Fischer beat to win the world chess championship ?
3,How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?
1,Where can I get information and statistics on countries and nations ?
4,Name a Gaelic language .
0,"What day is August 13 , 1971 ?"
1,Where can I find a list of all the companies in America that offer a direct stock purchase plan ?
3,How do you send a movie transcript to Hollywood so that it can be produced into a film ?
4,"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?"
3,What is the origin of blue for boys and pink for girls ?
4,What is the name of the Michelangelo painting that shows two hands with fingers touching ?
0,How big is a quart ?
3,What is the Hub of London ?
4,Jude Law acted in which film ?
3,What causes panic attacks ?
3,What was the filling in the first golf balls ?
4,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?
1,What country was A Terrible Beauty to Leon Uris ?
3,What is typhoid fever ?
1,Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?
3,What are the Twin Cities ?
4,What is Beethoven 's 9th symphony called ?
2,Name the lawyer for Randy Craft .
4,Which breakfast cereal brought you `` the best each morning '' ?
5,"What does Ms. , Miss , and Mrs. stand for ?"
1,What is the Homelite Inc. home page ?
4,"What explosive do you get by mixing charcoal , sulfur and saltpeter ?"
1,What mountainous region of the world is the Lhasa Apso dog native to ?
4,What cancer is commonly associated with AIDS ?
0,How long does it take light to reach the Earth from the Sun ?
2,Who lives at 39 Stone Canyon Way ?
0,How many questions are on this thing ?
2,Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?
2,"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?"
2,Who played the title role in I Was a Teenage Werewolf ?
3,Why are there olives in martinis ?
0,In what year did Hitler gain power of Germany ?
0,What year did Rossetti paint `` Beata Beatrix '' ?
2,What record company produced the 1978 movie The Wiz ?
1,Where can I find information about touring the Philippines ?
4,What did The Gas House Gang play ?
0,How many square feet is Bill Gates ' home ?
2,"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?"
3,What is the highest Roman numeral ?
4,What 's the most popular form of bridge ?
2,Who was the inventor of the stove ?
2,What comedian has a legendary reputation for stealing jokes ?
1,Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?
0,Boxing Day is celebrated on what date ?
4,What are the first ten amendements passed ?
4,What is another term for the painful wrist syndrome ?
3,What 's the difference between sleet and freezing rain ?
3,How is the new Ford Econoline van F25 V1 engine ?
2,Who was the king who was forced to agree to the Magna Carta ?
2,Who was made the first honorary citizen of the U.S. ?
4,What game is Garry Kasparov really good at ?
1,Where was Richard Nixon when Gerald Ford became president ?
0,Where does the U.S. rank among world countries in area ?
4,What novel did Ian Fleming introduce James Bond in ?
0,What was the target rate for M3 growth in 1992 ?
2,What baseball team was routinely called `` dem bums '' by its frustrated fans ?
2,Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?
0,When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?
3,What are the major differences in the Catholic and Methodist religions ?
2,Name the On Stage character whose face was never seen .
0,How much energy is released when oxygen and hydrogen mix ?
2,What is the best Internet business to go into ?
3,What does Venus Retrograde mean ?
2,Who is known as `` the world 's oldest teenager '' ?
1,What are the largest breweries in the world ?
3,What does Las Vegas mean ?
3,What does the word `` meta '' mean ?
4,What keeps clouds in the air ?
4,What 's the term for any four-sided figure ?
4,Ray Charles plays which instrument ?
1,What country and western singer is known as The Silver Fox ?
1,What building appropriately enough is depicted on the back of the 1-dollar bill ?
3,What is graduate school ?
3,What is the difference between New York-style and Chicago-style pizza ?
2,What baseball team owner and sailor is known as The Mouth of the South ?
4,What type of betting is used in horse racing ?
4,What kind of hat does Bat Masterson wear ?
2,Who was with Patricia Hearst the night she was kidnaped ?
2,What is the Viking Prince 's first name ?
5,What does the abbreviation cwt. ?
4,In what deodorant commercial did tenants have adjoining medicine cabinets ?
1,Where is Rider College located ?
2,What boxer 's life story is titled Raging Bull ?
3,For what reason did some San Diego schools stop serving apples ?
2,Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?
1,Where was the first restaurant ?
1,Where can I find full written draft of CTBT ?
0,How many horses died during the civil war ?
0,How much waste does an average dairy cow produce in a day ?
2,What Nobel laureate was expelled from the Philippines before the conference on East Timor ?
2,"What woman has carried the most multiple births , twins , triplets , etc. , ?"
0,How many minutes were there on the original GE College Bowl clock ?
0,What is the average time it takes for a male to ejaculate ?
1,What is website of the International Court of Justice ?
1,Where are 8 of the 10 highest mountains in the world ?
1,Where can I look at a perpetual calendar ?
0,How many astronauts have been on the moon ?
0,In what year did the Bounty mutiny happen ?
4,What is the only substance that gives food its `` taste '' when eaten ?
3,How do you reference a website ?
3,What is pandoro ?
5,What do the letters ZIP stand for in the phrase `` ZIP code '' ?
2,Which Bourbon king was restored to the French throne during Napoleon 's abdication ?
1,What is one of the cities that the University of Minnesota is located in ?
3,What are the words to `` My Way '' written by Paul Anka ?
3,How do I install a tile floor ?
4,What is the quickest and easiest way to get nail polish out of clothes ?
3,Why was the zipper invented ?
4,What 's the No. 1 killer in industrialized countries ?
4,Name four famous cartoon cats .
2,What daughter of Henry VIII and Anne Boleyn became queen of England ?
3,How did ` stat ' come to be used as an expression for quickly ?
2,What 's the most common nickname of U.S. college football teams ?
3,What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?
1,What is the most useful site on the Internet ?
1,What is the world 's highest peak ?
3,What was a Mae West on a World War II battleship ?
3,Define cosmology .
2,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?
3,What are amicable numbers ?
0,When were the Olympic Games in which Nadia Comaneci became popular played ?
1,"Where is Hearst Castle , built by publisher William Randolph Hearst ?"
1,What 's the largest U.S. city on the Great Lakes ?
2,Who sang about Desmond and Molly Jones ?
4,"What magazine gives us the cream , not the skim ?"
4,What does the technique called `` cold fusion '' produce ?
2,What costume designer decided that Michael Jackson should only wear one glove ?
4,"What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?"
0,How many rows of sprocket holes does a roll of 35-millimeter film have ?
0,What is the goat population of the world ?
2,What company was the original sponsor of TV 's Superman ?
4,What term does a Czech use to describe a Pole ?
1,What sea separates Naples and Algiers ?
0,How many lawyers are there in the state of New Jersey ?
4,What are the most common elements in seawater ?
3,Describe the Finnish music personality Salonen 's appearance .
3,What is the origin of the ethnic category `` caucasian '' ?
3,What is a stratocaster ?
4,What kind of science is cosmology ?
2,Name the blind sculptress in love with the Fantastic Four 's Thing .
4,What 's the second-lightest element ?
4,What do you call a `` twirl '' in ballet ?
4,What is the brand name of daminozide ?
4,What is the former name of Zimbabwe ?
2,What National Basketball Association superstar told his story in Giant Steps ?
4,What animals did The Amazing Three masquerade as ?
3,How did the bikini bathing suite get its name ?
0,When did Fraze get his first patent for the pull-tab can ?
0,How many games are played in a five-team round-robin tournament ?
2,Who developed the first polio vaccine ?
2,Who made the first gas engine ?
1,"What country claimed Rubens , Van Dyck and Bruegel as citizens ?"
4,What civil war was fought between 1936 and 1939 ?
0,How many questions do you have on your database ?
3,How do clouds form ?
1,Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?
2,What character did Tex Avery first create upon arriving at MGM ?
0,When was the Triangle Shirtwaist fire ?
2,What Asian spiritual and political leader was married at the age of 13 ?
1,Where is Ocho Rios ?
3,What is the half-life of P-32 ?
1,What ocean does Mauritania border ?
3,Why do pressure cookers save time in the kitchen ?
3,Why are there 12 people on a jury in criminal cases ?
3,What do Christian Scientists believe in ?
4,"What World War I battle saw 6 , 0 troops killed in one day ?"
1,What country is Kosovo a part of ?
1,Tell me what city the Kentucky Horse Park is near ?
4,What computer operating system is on the most computers ?
1,What is Bill Gross 's email address ?
3,What is the economic impact of unemployment on the economy ?
5,"What do the letters D.C. stand for in Washington , D.C. ?"
4,What animals can live the longest without food ?
2,What English queen had seventeen children ?
0,"What is the approximate population of Las Vegas , N.M ?"
0,How much does the President get paid ?
2,What two baseball players make up the battery ?
4,What 's the largest letter in Salvador Dali 's signature ?
4,What does an irate car owner call iron oxide ?
0,"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?"
1,What 's the northernmost U.S. state apart from Alaska ?
1,Name an art gallery in New York .
2,Who sells Viagra ?
4,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
3,What is the Home Rule Act ?
1,What building are British monarchs crowned in ?
3,What are Bellworts ?
2,Who was Darius ?
4,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?
2,Who did Dita Beard work for ?
4,What kind of creature is a coot ?
2,Name the university of which Woodrow Wilson was president .
1,"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?"
2,What university was Woodrow Wilson President of ?
4,What is a fear of disease ?
4,What kind of meat is Fray Bentos synonymous with ?
4,What did Mr. Magoo flog on TV for General Electric ?
3,What are the words to the Canadian National anthem ?
4,What is the name of the Jewish alphabet ?
2,Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?
0,What is Columbia Tristar 's phone number ?
2,Name the five positions who are in the line of succession to the presidency .
2,Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?
2,Who is the best known villain of the 165 Gunpowder Plot ?
1,What is the capital of Burkina Faso ?
1,What continent is Bolivia on ?
3,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?
2,"Who killed more people , Hitler or Stalin ?"
3,What caused Shea & Gould to close their L.A. office ?
4,What 's the only mammal that can 't jump ?
1,What U.S. state has the most blondes ?
4,What war saw battles at Parrot 's Beak and Black Virgin ?
0,What was the U.S. highway death toll in 1969 ?
3,What does the name Kelly mean ?
3,What is a phalanx ?
2,What mustachioed comedian portrayed Frankie in North to Alaska ?
0,What does each of the utilities cost in Monopoly ?
2,"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?"
5,What does e.g. stand for ?
4,What is the name of the medical condition in which a baby is born without a brain ?
3,How do storms form ?
2,Who is Nicolo Paganini ?
1,What city is often called The Insurance Capital of the World ?
4,What are the three animals in Sheila Burnford 's The Incredible Journey ?
2,Who portrayed Dracula in Hammer Studios ' films ?
4,Name one of the Seven Wonders of the Ancient World .
0,When were fish first believed to be found on earth ?
2,"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' ."
0,How many elevators do you ride to reach the top floor of the Empire State Building ?
2,Name the food company that traveled to Soviet Georgia to film a series of ads .
1,What country was Sir Edmund Hillary born in ?
4,What 's an infant seal called ?
3,"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?"
1,What city was John F. Kennedy nominated for president in ?
0,How long does a dog sleep ?
4,What 1963 Joseph L. Mankiewicz film cost $28 million ?
2,What Japanese electronics company was named for a coastal city northeast of Tokyo ?
0,What can you be fined for having a dog on a beach ?
1,Where did the Battle of the Bulge take place ?
0,How much will the California be in the year 2000 ?
2,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?"
1,What state full of milk and honey was the destination in The Grapes of Wrath ?
1,What is the tallest building in Japan ?
1,Where is Sinn Fein 's headquarters ?
4,Name Li 'l Abner 's favorite Indian drink .
4,What are some important events of the 1830 's ?
0,The Iraqis launched their attack on Kuwait on what day ?
4,What letter adorns the flag of Rwanda ?
4,"What did 8 , CD NNS VBP TO VB NNP POS NN ."
3,What is God ?
1,What country 's northernmost city is Darwin ?
1,"What sound does Olympia , Washington , overlook ?"
4,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?
1,What Kentucky city calls itself The Horse Center of America ?
0,How many penny-farthings are there on a Trivial Pursuit game board ?
4,What 's the most abundant element in the sun ?
1,"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?"
1,What U.S. state is Dixville Notch in ?
1,"Where was the Cisalpine Republic , 1797-185 , ?"
1,What is the largest shopping mall in the world ?
2,What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?
4,What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?
2,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?
3,What is a meerkat ?
2,Who was Jean Nicolet ?
4,What kind of animal was Winnie the Pooh ?
2,Which of these are authors ?
4,What 's the international radio code word for the letter B ?
2,Who was the original Humpty Dumpty ?
3,What is cache memory ?
4,Aspartame is also known as what ?
1,Where is the location of the Orange Bowl ?
0,When is President Nixon 's birthday ?
3,"What is the origin of the midwest slang , ` you 're darn tootin ' ?"
2,Whose cupboard was bare ?
1,What are the seven seas ?
5,What does IBM stand for ?
3,What is the difference between jazz and blues ?
3,What is the C programming language ?
2,What 's the name of Popeye 's adopted son ?
2,Who invented the vacuum cleaner ?
3,What is a ` borrow pit ' ?
2,What 2th-century fictional character attends Pencey Prep School ?
0,How many people in the USA say their number one source of information is the newspaper ?
2,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?"
1,Which country is known as `` Big Bear '' ?
4,"What `` melts in your mouth , not in your hands '' ."
0,How many times a day should you take a prescription marked `` q.i.d . '' ?
3,What is the origin of the atom ?
2,Who is the Voyager project manager ?
2,Which radio stations air the Jim Bohannon Radio Talk Show ?
2,What two commanders directed the forces in the Battle of El Alamein ?
2,Name the creator of `` The Muppets '' .
3,How do I e-mail someone at aol.com from yahoo.com ?
2,Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?
3,What is the meaning of the name Ella ?
1,What 's the home of the Rockettes ?
1,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?"
2,What is the name of the firm that makes Spumante ?
4,What sport is played on the largest field ?
2,Who won the 1967 Academy Award for Best Actor ?
4,What is after death ?
2,Name the first private citizen to fly in space .
2,What was football star Elroy Hirsch 's nickname ?
2,What singer sings `` Oh Boy '' ?
0,How much pizza do Americans eat in a day ?
1,What is the website for the USA journal ?
2,What army 's motto is Blood and Fire ?
4,What kind of patent did Ermal Fraze get in 1963 ?
3,What are you hearing when you put a seashell to your ear ?
3,Why are haunted houses popular ?
4,Which gender has bigger thighs ?
1,What U.S. state has the second-longest coastline ?
1,What state 's home to the Buffalo Bill Historical Center ?
0,How fast do cheetahs run ?
4,What is Ray Bradbury 's illustrated man illustrated with ?
0,How fast is a 45Mhz processor ?
4,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?"
2,What count did Alexandre Dumas write about ?
0,What are the odds of giving birth to twins ?
1,What is the largest natural lake in Pennsylvania ?
0,How far is London UK from California ?
4,Name the two mystical ravens Odin has at his command .
4,What was the species of Winnie the Pooh ?
3,What is the virus HIV ?
0,How many years old is Benny Carter ?
4,What Hermann Hesse book gave its name to a rock group ?
1,Where does the Santa Fe Trail begin and end ?
4,What book is the follow-up to Future Shock ?
4,What African animals are known as The Big Five ?
4,What is the alphabet for Latin ?
4,What is the fear of frogs ?
1,Which city in Canada is the least-populated ?
0,How old is Stevie Wonder ?
2,Who was the first Taiwanese President ?
2,Who is Luke Skywalker 's father ?
4,What does a dipsomaniac crave ?
3,What is the definition of the term `` weapons system '' ?
3,What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?
4,What is Nero Wolfe 's favorite drink during office hours ?
2,What is the first personal computer company ?
4,What is the most efficient way to start a barbeque ?
2,Who was Jane Goodall ?
3,Why are there Braille things on the ATM machines that people drive through ?
1,Where is the Isle of Man ?
4,What book did Aaron Hass write ?
0,What was the death toll at the eruption of Mount Pinatubo ?
0,When will the millennium officially begin ?
2,"Who created the comic strip , `` Garfield '' ?"
2,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?
3,What is real time processing ?
1,What do we call the imaginary line along the top of the Rocky Mountains ?
1,What country 's capital is Lagos ?
1,Where does Ray Bradbury 's Chronicles take place ?
2,Who is the current prime minister and president of Russia ?
2,Who established a Viking colony in Greenland about 985 ?
4,What was the distinguishing mark on the `` Little Rascals '' dog ?
0,"What is the latitude and longitude of El Paso , Texas ?"
1,Where can I get information about cystic fibrosis ?
1,Where did Honecker rule ?
3,What is the theory of equivalence states ?
4,What does a philatelist collect ?
0,What is the life span of the average monkey ?
0,How many member states are in the UN ?
2,Who shot and killed himself while painting Wheatfield with Crows ?
3,What will happen when sodium is put in water ?
3,What 's the meaning of UOL ?
2,What future President became Senate majority whip under Harry Truman ?
2,Who was the architect of Central Park ?
4,Which operating system runs on IBM-compatible machines ?
0,What are the dimensions of an ice hockey goal ?
0,When was CNN 's first broadcast ?
4,What are the signs of a country going into a recession ?
3,What is the circumorbital hematoma ?
1,What African country is governed from Ouagadougou ?
2,What was the Christian name of the title character in Our Miss Brooks ?
2,What hard-of hearing artist painted Sunflowers ?
2,Who were the Yankee 's frequent enemies ?
2,Who wrote Sons and Lovers ?
4,What is the English translation for the word `` caliente '' ?
4,What handicraft requires you to interlace your warp and weft ?
1,What French seaport claims to be The Home of Wines ?
0,How long does it take sunlight to reach Earth ?
0,How many milliseconds in a second ?
2,What Cherokee Indian gave his name to a tree ?
0,When were camcorders introduced in Malaysia ?
0,What is the chance of conceiving quadruplets ?
2,Who was the star of Leave It to Beaver ?
1,What countries have the largest armed forces in the world ?
2,What was William F. Cody 's better-known name ?
3,How do I increase my biceps ' size ?
2,Who did Richard Nixon tender his resignation to ?
2,Who was Thucydides ?
3,How is the element strontium purified ?
2,Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?
3,What are tonsils for ?
4,"What molecules include fluorine , sodium and magnesium ?"
4,What was the name of the ball game played by the mayans ?
4,What was the sequel to The Moon 's Balloon ?
0,What is the exchange rate for Australian to American money ?
3,What is the origin of the word ` posh ' ?
3,How can anyone tell if a female had sexual intercourse ?
0,How many states did Richard Nixon carry in 1972 ?
4,What basketball maneuver did Bert Loomis invent ?
4,What is a good book to read for people who hate to read ?
0,How many shillings more than 2 were there in a guinea ?
4,What does a tarantula eat ?
4,What are the three secondary colors ?
3,What does the name `` Sabrina '' mean ?
2,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?
4,What were the trials called which followed World War II ?
3,What is hebephrenia ?
2,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?
4,What famous events have happened on March 27 ?
2,Which company claimed to be `` the world 's biggest toy store '' ?
0,What brand number graces the black label of a bottle of Jack Daniel 's ?
4,What do I call the sons and daughters of my first cousins ?
3,What were the causes of the Civil War ?
3,What are Maid-Rites ?
1,What city is terrorized by Dracula in The Night Stalker ?
3,How can you prevent it ?
3,What do the names Andrew and Christina mean ?
4,What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?
2,Who is the fastest guitarist ?
4,What do camels store in their humps ?
4,What is the name of the second space shuttle ?
1,What is the best hospital for orthopedics in the country ?
3,What are perfect tenses ?
3,What is commonly considered the fifth sense ?
4,What was another name for East Germany ?
4,What 's the second-biggest-selling magazine in America ?
2,Who betrayed Norway to the Nazis ?
2,Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?
3,What is a bourdon tube ?
4,What kind of a sports team is the Wisconsin Badgers ?
2,Who were the Picts ?
3,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?"
3,What is film noir ?
2,Who is stationed at Camp Swampy in the comic strips ?
0,In what year did China and the Republic of Korea establish diplomatic relations ?
3,What causes tuberculosis ?
0,How tall is the giraffe ?
2,What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?
4,What animal was the heat-seeking missile called the Sidewinder named for ?
0,How long did it take Stanley to find Livingstone ?
0,How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?
1,What lake is Sheboygan on ?
3,What are a baseball team 's firemen ?
4,What is a fear of color ?
4,What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?
4,What are the two largest birds on earth ?
4,Name the four stories contained in Edith Wharton 's `` Old New York . ''
1,What is the largest lake in North America ?
0,How many people died because of a smoking problem in 1997 ?
4,What is chronic constipation a symptom of ?
2,Who wrote The Look of Love after viewing Ursula Andress ?
2,What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?
2,Who claims to have the greatest show on earth ?
3,What is Head Start ?
2,What Honeymooners actress did Television magazine name as 1953 's most promising star ?
3,Why can 't women serve in the Navy on board submarines ?
4,What did the Yalta Conference lead to ?
4,What dog was dubbed The Mortgage Lifter ?
3,What is saltpeter ?
3,What 's the difference between J.D. and LL.M. ?
2,What kind of organization is ` Last Chance for Animals ' ?
2,What was the role of the Medieval Guild ?
2,Silly putty was invented by whom ?
4,What should the oven be set at for baking Peachy Oat Muffins ?
3,How can someone become a federal agent ?
2,Who invented the paper clip ?
2,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?
0,How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?
1,What city or state do the most gay men live in ?
0,Shea and Gould had an office in Los Angeles for how long before closing it ?
4,"What word occurs 46 , 227 times in the Bible ?"
3,How can you be happy ?
3,How would someone go about becoming an organ donor ?
0,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''"
2,What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?
0,How many URL extensions are there ? and what are they ?
0,How long after intercourse does it take to find out if you are pregnant ?
5,What does U.S.S.R. stand for ?
2,"Who created the Fantastic Four , Hulk , and Thor ?"
4,What is a fear of gravity ?
2,Who is the composer of `` Canon in D Major '' ?
3,What did n't Rocky Marciano do in his pro boxing career ?
1,Where are all European and American eels born ?
2,Who was the author of the novel `` Far From the Madding Crowd '' ?
3,What is the definition of ` graphic details ' ?
4,What was `` America 's recessed-filter cigarette '' ?
4,What kind of dog is Scooby Doo ?
3,What is the function of the appendix ?
2,What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?
4,Which sex is twice as likely to contract leprosy ?
1,What was the first town to be chartered in Vermont ?
1,What state has the longest Great Lakes shoreline ?
1,What U.S. state ends with a G ?
0,How many varieties of twins are there ?
3,What is a Cartesian Diver ?
1,What are the largest libraries in the US ?
0,How many people live in the Falklands ?
2,Who was Camp David named for ?
4,What document did President Andrew Johnson want a copy of placed under his head upon his burial ?
2,Who portrayed `` the man without a face '' in the movie of the same name ?
3,What happened in dogtown in 1899 to make that year remembered ?
4,What wheel did Blaise Pascal invent in a search for perpetual motion ?
0,How much money was the minimum wage in 1991 ?
0,In what year was the first patent for the pull-tab opener on cans obtained ?
1,What country boasts the most dams ?
0,What is the regular price ?
1,What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?
1,Where can one find Mozambique ?
3,How do you recognize anorexia ?
4,What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?
1,In what city is the US Declaration of Independence located ?
3,What is the largest variety of cactus ?
2,Who won the first World Series ?
4,What did Aaron Hass write ?
2,Who is Samuel Pickering ?
2,What was the business of the animated Sky Hawks ?
2,Who was credited with saying : `` I never met a man I did n't like '' ?
4,"What overalls are named for Dungri , a suburb of Bombay ?"
3,Why do rooftops give off steam after a big rainstorm ?
1,What nationality was Jackson Pollock ?
0,How much of the earth 's surface is permanently frozen ?
4,What is the connection between New Krypton and Daxam ?
0,When was Queen Victoria born ?
0,How many people were executed for Abraham Lincoln 's assassination ?
3,What must a Las Vegas blackjack dealer do when he reaches 16 ?
1,What is worth seeing in Reims ?
4,What type of performer is Ileana Cotrubas ?
0,When was Yemen reunified ?
4,What line of candy products included Super Skrunch and Peanut Butter Oompas ?
3,Why did the Anglican church split from the Vatican ?
2,What organization has a Security Council ?
3,How would I find the price of different organs that have been donated ?
2,What Mexican leader was shot dead in 1923 ?
5,What does NECROSIS mean ?
3,What is magnetar ?
4,"What feud ended with a marriage in Kentucky on March 21 , 1891 ?"
4,What color is the stripe along each side of a Coho salmon ?
0,What is the federal minimum wage ?
4,Mississippi is nicknamed what ?
0,What are the unemployment statistics for the years 1965 and 1990 ?
1,Where is Santa Lucia ?
2,What female painter produced primitives of rural New England life ?
